id,created_at,text
831489236897513473,2017-02-14 13:04:17,RT @SwissRe_CS: #SwissSponsorshipAward judges commended our collaboration @HISTORY on short films @SolarImpulse https://t.co/vZHjxfwlfv htt…
831408969138708480,2017-02-14 07:45:19,RT @schoolafrica: Apply - SwissRe International ReSource Award in Water Management 2018 for Developing Countries https://t.co/y8oH5d8qxm vi…
831405611086647296,2017-02-14 07:31:59,RT @coveragerinc: Look forward to new #parametric #earthquake coverage from @SwissRe: via @coveragerinc: https://t.co/BwirOiXMqZ
831133542499414016,2017-02-13 13:30:52,Can exercise really wait until the weekend? #weekendwarrior #healthyliving https://t.co/yjDIaWqCqa https://t.co/N8WWAwYtS7
831106376554393601,2017-02-13 11:42:56,"RT @Helperbit: Happy to have attended @Swissre #Blockchain17, seeing live the 5 #bitcoin donation to @Legambiente! @SwissRe_CGD https://t.c…"
831058023753859072,2017-02-13 08:30:47,"RT @intelligentins: It's #InsuranceCareersMonth so have a look at our Rising Stars E-mag, with execs from @XLCatlin, @MunichRe, @SwissRe ht…"
831029781437235200,2017-02-13 06:38:34,RT @LyannaChan11: Mutuals: Digital technology will be biggest game changer https://t.co/nmd8ll0qkY
830982432094617600,2017-02-13 03:30:25,#SwissReInsurTech 2016 startups have brought their innovative ideas to life within the #insurance mkt. So can you! https://t.co/0CSW7HJO5E
830098074458550274,2017-02-10 16:56:18,We spoke with @CdnUnderwriter about Canada's flood risk + the need to reduce the flood protection gap. Read more: https://t.co/NufjJPsMBn
830060375638999040,2017-02-10 14:26:29,Insurance really can be the #careertrifecta . Check out this short video for more details https://t.co/DlpevGFQtH #insurancecareersmonth
830040697331920896,2017-02-10 13:08:18,RT @finnovationCH: How the #Blockchain Revolution could Transform Financial Services @alextapscott #fintech via @SwissRe @SwissRe_CGD https…
830040678260416513,2017-02-10 13:08:13,RT @finnovationCH: #Blockchain #technology has infinite possibilities and an impact on #digitaltransformation https://t.co/mCODDGo9Ll @Swis…
830040654164217856,2017-02-10 13:08:08,RT @ThanhDuPlessis: #Blockchain #technology has infinite possibilities and an impact on #digitaltransformation https://t.co/i7iDS68gsO @Swi…
829977855157293056,2017-02-10 08:58:35,RT @artemisbm: New parametric quake product using USGS ShakeMap data planned by @SwissRe https://t.co/9E7LKnqm5u #insurance #reinsurance #I…
829737957372416000,2017-02-09 17:05:19,Proud to have been recognized by @Glassdoor   https://t.co/FMRPY2AkR9 . Work-life balance is crucial. #InsuranceCareersMonth #CareerTrifecta
829650205922512900,2017-02-09 11:16:37,Swiss Re's Sebastiaan Bongers is an @intelligentins Rising Star - congratulations! #InsuranceCareersMonth… https://t.co/Bhi4LECqmv
829637633185816577,2017-02-09 10:26:40,"RT @SwissRe_CGD: What makes us healthy and what we spend on being healthy: W. A. Bornstein, CMO @emoryhealthcare #FutureHealth https://t.co…"
829601121970814976,2017-02-09 08:01:35,RT @ReinsurerHuerta: A new @SwissRe product #QUAKE will be a great tool to increase our clients' financial resiliency after an earthquake h…
829362190452944896,2017-02-08 16:12:09,"RT @MCins_: Disrupting the world of (Re)Insurance #Insurtech
@SpirosMargaris @nigelwalsh @TunstallAsc @Minh_Q_Tran @FGraillot  https://t.co…"
829356932020441089,2017-02-08 15:51:15,"RT @NAMIC: Thanks for sharing, @SwissRe. We agree - we'd love to hear more stories, too. 

 https://t.co/tkfZFn1YHB"
829354146641874947,2017-02-08 15:40:11,RT @SusanImler: Wow. CNBC ranks @swissre in top 20 with names like IKEA and Facebook. Proud! #insurancecareers  https://t.co/AS5PJbV7g7
829342442705006592,2017-02-08 14:53:41,RT @RonWheatcroft: Working from home for @SwissRe today. Really good to work for an employer where these values are more than just words. h…
829312190553456640,2017-02-08 12:53:28,RT @JNorberto: Yep that's @SwissRe on a list featuring some very cool companies. 1 of many reasons why I'm #InsuranceProud. #InsuranceCaree…
829295815512424452,2017-02-08 11:48:24,RT @pratapchawla: #SwissRe at #15. Should be part of top 5 in my view... great place to work @SwissRe  https://t.co/lcLulPijWg
829277909437255681,2017-02-08 10:37:15,RT @LotteGE: 20 best work perks as pay is only one factor to keep employees engaged @SwissRe @CBSNews #reinsurance https://t.co/4iUTcroE8b
829277317226692608,2017-02-08 10:34:54,"RT @Industry40: These 20 Companies Offer Incredible (and Unusual) Benefits ...

#Europe: @Ikea 🇸🇪  @SwissRe 🇨🇭  // ~(@Business)
https://t.c…"
829266308919345155,2017-02-08 09:51:09,"RT @Bri3005: So true, @swissre is a great employer with fab staff - should rank even higher in my view https://t.co/XqWLrOiHiM"
829263174318825473,2017-02-08 09:38:42,RT @Glassdoor: We’ve identified 20 companies offering benefits that go beyond the basics and enter legendary status. https://t.co/VCTgdyanv…
829263006773161985,2017-02-08 09:38:02,Swiss Re's #flexibleworking policy gets it a place in @Glassdoor Top 20 employee benefit programmes of 2017 https://t.co/rvpkeQObIg
829256005473148928,2017-02-08 09:10:13,RT @switbloom: .@SwissRe and these 19 other companies offer incredible (and unusual) benefits https://t.co/2BkcgVfGST via @polly https://t.…
829252918561951744,2017-02-08 08:57:57,RT @gum_o: Culture &amp; employee benefits are terribly important - glad that @SwissRe turns up in this list with #OwnTheWayYouWork https://t.c…
829245119425630211,2017-02-08 08:26:57,RT @artemisbm: ILS market could challenge record issuance in 2017: @SwissRe https://t.co/M7uzVLwS5S #ILS #catbonds #insurance #reinsurance
829245072310935557,2017-02-08 08:26:46,RT @BloombergGeneva: .@SwissRe and these 19 other companies offer incredible (and unusual) benefits https://t.co/mVHHd3rUra via @polly http…
829245033673084930,2017-02-08 08:26:37,"RT @Felix3S: Good job @SwissRe! You're among the top 0.1% of people talking about Climate Change.

#klout https://t.co/tHvEhxeFlk"
829244922364563457,2017-02-08 08:26:10,RT @eatmyhandbag: I can vouch for that: @SwissRe mentioned as one of the top employee-friendly companies! https://t.co/fYtVqZKPBg #reinsura…
829244877112221696,2017-02-08 08:25:59,"RT @LotteGE: Indeed, @SwissRe IS a great place to work ! We would also come out top when it comes to company restaurants 😀 https://t.co/YTX…"
829243016426692608,2017-02-08 08:18:36,.@Glassdoor names Swiss Re's Own the way you work one of top 20 employee benefit programms in 2017 https://t.co/rvpkeQObIg #flexibleworking
829159571524567040,2017-02-08 02:47:01,@NAMIC Great to see you supporting this issue. Here’s one of our stories: https://t.co/cg70jpexNm We’d love to hear others #careertrifecta
829158940776787968,2017-02-08 02:44:31,"RT @NAMIC: #Mutual #insurance is a great career for #millennials, some just don't know it yet. Tell your story #TalentTuesday"
829068273727725568,2017-02-07 20:44:14,Does your choice of reinsurer matter?  https://t.co/UVVKB4ROgP #insurance #reinsurance @NAIC_News
829028935015002113,2017-02-07 18:07:55,It's #TalentTuesday of #InsuranceCareersMonth and there are lots of opportunities in the industry  https://t.co/9ay7jsLmaB #careertrifecta
828961501457346564,2017-02-07 13:39:57,"@steve_e @Fiona_InsideTR i.e. signed contract, reinstatements, account statements etc."
828961410034049024,2017-02-07 13:39:36,"@steve_e @Fiona_InsideTR Immutability is not a panacea, but we see benefit in areas where data doesn't need to change all the time"
828948853978255360,2017-02-07 12:49:42,RT @arwinick: Insurers rejoice! SAP &amp; @SwissRe are coming together to simplify the way you do business. https://t.co/LFrMgpw5z3 https://t.c…
828929208332206080,2017-02-07 11:31:38,RT @IngaBeale: Great to speak at #insurancecom this morning at the @SwissRe Centre for Global Dialogue on the future of #insurance #disrupt…
828868151215529984,2017-02-07 07:29:01,Swiss Re is proud to be a founding member as #blockchain #insurance consortium grows to 15 members https://t.co/aTHKPdpZB6 via @Reuters
828867563861970944,2017-02-07 07:26:41,RT @DorjiWangchuk: Lego for business. Blockchain a game changer for insurance? https://t.co/RaSidppvrV  via @SwissRe
828857881399271424,2017-02-07 06:48:13,"RT @pfasano67: In 2017, #IoT Is Still the Next Big Thing in #Healthcare https://t.co/tPY8T9z1k6"
828856714560671744,2017-02-07 06:43:34,Are Boards and trustees legally liable for #climatechange? Explore @CastleDebates with @JoubertPhilippe on Feb 9 https://t.co/gUFiUnKcR2
828798528981975041,2017-02-07 02:52:22,Want to be a part of the next batch of #startups within the #Insurance world? Here's your chance #SwissReInsurTech https://t.co/uBgW6pfIgN
828648259639971841,2017-02-06 16:55:15,Is #blockchain just hype? We explore the benefits for the #insurance industry https://t.co/W6MDfuU73z https://t.co/b15wbdeKld
828614321861177350,2017-02-06 14:40:23,RT @ShefiBenHutta: #Blockchain Insurance Industry Initiative - B3i - is now 15 members strong w/ @swissre https://t.co/sk3Mn7645V #insurtec…
828614253443682306,2017-02-06 14:40:07,RT @tabinusawa: #Insurers &amp; #reinsurers launch #Blockchain Initiative: #B3i to increase efficiencies in exchange of data #insurtech #digita…
828605475369385984,2017-02-06 14:05:14,10 reasons why #blockchain will be a game changer in #insurance: https://t.co/W6MDfuU73z https://t.co/ac9bzqz7nm
828598766991192064,2017-02-06 13:38:35,RT @CdnUnderwriter: Blackout with no transformer damage ‘very likely scenario’ from geomagnetic disturbance: C4 speaker https://t.co/S9g3NI…
828566859888877568,2017-02-06 11:31:48,RT @MurrayRaisbeck: Great to see top #insurers working together on #blockchain. This will help unlock the potential benefits #Insurtech  ht…
828559636152332288,2017-02-06 11:03:05,RT @caroline_scherb: Very exciting! https://t.co/ILSxvbuSig
828558994138619904,2017-02-06 11:00:32,This latest #blockchain development might be of interest to you @alextapscott @dgwbirch @everledgerio @hsemakr @HiveData @Praeteritio
828556415514136577,2017-02-06 10:50:17,#Blockchain insurance consortium is expanding.10 new #insurance &amp; #reinsurance companies have joined. More on B3i:… https://t.co/yfTisCUl2l
828551706237616128,2017-02-06 10:31:35,RT @alicialamalicia: Want to curb cancer? Cut your sugar intake! How sugar led to the current obesity crisis &amp; the ensuing #cancer crisis h…
828546447675113472,2017-02-06 10:10:41,RT @eatmyhandbag: B3i is going global! #Blockchain #blockchain17 #insurance https://t.co/hqxMAin3N5
828545513087705089,2017-02-06 10:06:58,RT @ByFarisMokhtar: WHERE ARE THE JOBS: Want to work in the finance sector? This is a must read for you! https://t.co/DWrW4ralCg
828522245358223362,2017-02-06 08:34:31,RT @Aegon: Ten additional insurance and reinsurance companies have now joined the #Blockchain initiative #B3i https://t.co/b7XmxehexO https…
828521696680361984,2017-02-06 08:32:20,A great industry consortium exploring #blockchain is taking off! #B3i. Find out more here: https://t.co/29TGgXhNvt https://t.co/lrkl9fTRTY
828443761592115201,2017-02-06 03:22:39,ImranHamid economics graduate @SwissRe: There is a wide range of #job opportunities within the #reinsurance sector . https://t.co/NODqMElkRb
828427556533760003,2017-02-06 02:18:15,It’s #insurancecareersmonth .Learn more about the opportunities on offer in the insurance industry. #careertrifecta  https://t.co/cg70jpexNm
828000312233455616,2017-02-04 22:00:32,RT @MarkBonthrone: 10 reasons why you should consider a career in insurance. @SwissRe #careertrifecta  https://t.co/m25gxRByUC
827577097308794880,2017-02-03 17:58:50,"RT @AMBestCo: Judith Klugman, Co head of #ILS group @SwissRe says 2017 is the year of the #Catbond. @artemisbm #ILSNYC2017 https://t.co/8WI…"
827575413958377472,2017-02-03 17:52:08,"Win the war on cancer, don't forget: Obesity and diabetes are killers. @john_schoonbee   #worldcancerday #WCD2017 https://t.co/aYuzqlZzll"
827543281286385664,2017-02-03 15:44:27,"With USD 5.9bn, ILS issuance in '16 maintained overall market size around the record level set in '14. More info: https://t.co/WXDFs8DJKI"
827499279895891968,2017-02-03 12:49:37,RT @Fadata_Group: RT@Ins_Innovator: Lego for business. #Blockchain a game changer for #insurance? https://t.co/9gtN6xgPkf via @SwissRe #rei…
827455829406257152,2017-02-03 09:56:57,RT @FAnews_Online: Swiss Re and SAP co-innovate for financial reporting and business steering in reinsurance and insurance https://t.co/qTC…
827441743100522496,2017-02-03 09:00:59,RT @ClimateGroup: Founding member of #RE100 campaign @SwissRe is championing the business case for renewable power https://t.co/NiC6ME7Ry1
827426223282352129,2017-02-03 07:59:19,RT @intelligentins: Swiss Re partners with software firm to tackle increasingly complex financial reporting https://t.co/m0D2SDFvPP @SwissR…
827426169238732800,2017-02-03 07:59:06,RT @preciseleads: #MiCRO has partnered with @SwissRe to offer low-cost #insurance to the world’s most vulnerable populations. https://t.co/…
827426139933118464,2017-02-03 07:58:59,RT @LotteGE: .@SwissRe &amp; @SAP partner to develop #financial steering &amp; reporting solution https://t.co/UKIcwRfnpU @ijournal @sapforinsurance
827185045655916544,2017-02-02 16:00:57,Co-innovation by @SwissRe and @SAP means progress for the financial industry in steering financial regulations:… https://t.co/COmZRb8VVU
827169840033054722,2017-02-02 15:00:32,We'll discuss geomagnetic storms at the Canadian Catastrophe Conference #C42017 today @ 10:45 am. See you there! https://t.co/U1Hybg69ZZ
827158458080296961,2017-02-02 14:15:18,Global #insurers have to work with many reporting standards. Our new venture with @SAP will streamline the process: https://t.co/0AqQq6j8ow
827158385456009216,2017-02-02 14:15:01,RT @icicoverage: @SAP and @SwissRe Co-Innovate for Financial Reporting and Business Steering in #Reinsurance and #Insurance https://t.co/3k…
827158316996509696,2017-02-02 14:14:45,RT @stfreise: I like! Global re/insurer @Swissre and @SAP are working together to simplify #insurance reporting. #innovation https://t.co/2…
827136951169990657,2017-02-02 12:49:51,"RT @ClimateGroup: .@SwissRe is championing the business case for renewable power, as a founding member of #RE100 https://t.co/jidalEMEQP"
827129513612025858,2017-02-02 12:20:18,"RT @Insurance_Wire: SAP For Insurance on Twitter: ""SAP and @SwissRe Co-Innovate for Financial Repor… https://t.co/ROMMbVMPwp, see more http…"
827115245076361216,2017-02-02 11:23:36,@YouTalkInsNEWS please drop media_relations@swissre.com an email! Thank you
827114995460820992,2017-02-02 11:22:36,"RT @itslarak: Blog: ""#Renewable #energy and good #risk management practices"" https://t.co/sioLOwU9GT @SwissRe #renewableenergy #cleanenergy"
827087942904602625,2017-02-02 09:35:06,.@SwissRe and @SAP are working together to automate management of multiple regulatory environments. Learn more:… https://t.co/Akwr6VhmbM
827085441354649600,2017-02-02 09:25:10,RT @sapforinsurance: SAP and @SwissRe Co-Innovate for Financial Reporting and Business Steering in Reinsurance and #Insurance https://t.co/…
827064395167580160,2017-02-02 08:01:32,Group calls for U.S. #floodinsurance revamp as program deadline nears https://t.co/Ik1V3OJiyb via @Reuters
826822676568272896,2017-02-01 16:01:02,RT @AlzToronto: #OnTheBlog Thank you @SwissRe! - https://t.co/vi1fa5EbKI https://t.co/6G4tKHpoPy
826806857247383552,2017-02-01 14:58:10,RT @CatIQ_Inc: #C42017 is officially underway! Thank you to all of our sponsors and delegates attending this year. https://t.co/NOom9xhGTw
826804449075200004,2017-02-01 14:48:36,Attending the Canadian Catastrophe Conference #C42017? We'll discuss geomagnetic storms on 2/2. Hope to see you! https://t.co/Omp8dEa32Q
826785549457440768,2017-02-01 13:33:30,It's #InsuranceCareersMonth and we're again backing this great initiative. Check out our blog. #careertrifecta https://t.co/mQq8F0M2VI
826767745450643459,2017-02-01 12:22:45,#Insurance industry must work with governments to help them understand their risk exposures https://t.co/aSI5Da3fxh @wef @YouTalkInsNEWS
826766869214425088,2017-02-01 12:19:16,"Exploring challenges &amp; opportunities posed by #FourthIndustrialRevolution, #telematics &amp; #selfdrivingcars https://t.co/KKaupciydy"
826702623336235010,2017-02-01 08:03:59,Interesting blog by @alextapscott on the #Blockchain revolution  https://t.co/u8x48Lgmlm
826701537737048065,2017-02-01 07:59:40,"Die #Blockchain wird zum nächsten grossen Trend in der Finanzbranche, sagt @SwissRe's Paul Meeusen in @cashch https://t.co/Z3e877Oewr"
826507623654682624,2017-01-31 19:09:07,"RT @ppforumca: ""The total economic flood loss in Canada is about 1.2 billion, of which about 60% is uninsured"" - Caspar Honegger @SwissRe #…"
826481878026842112,2017-01-31 17:26:49,Action is needed to strengthen flood resilience in Canada. Our head of flood is w @InsuranceBureau &amp; @ppforumca dis… https://t.co/Hxyr5gFAgH
826440051932401664,2017-01-31 14:40:37,"Caspar Honegger, our head of flood, is speaking today about flood resilience in Canada. More on flood risk in Canada https://t.co/g0SX7YACmG"
826435289136640000,2017-01-31 14:21:42,What will proposed NAIC changes around credit risk related to reinsurance recoverables mean for insurers? Find out! https://t.co/puLEc6TkCP
826233765399769088,2017-01-31 01:00:55,Offshore #windfarms can have reduced risk exposures with #insurance considerations &amp; healthy risk mgt practices. https://t.co/lOa00zvLaG
826097816439230470,2017-01-30 16:00:42,Proud to partner with non-profit organizations across US to help the communities we live &amp; work in be more resilient https://t.co/OPrxrczexN
826067655400574976,2017-01-30 14:00:51,Our ReSource Award gives out USD150K in grants for orgs working towards #sustainable #watermanagement. Apply now:… https://t.co/TXGMtQcsrC
825989272742273029,2017-01-30 08:49:23,Does your organization work on #sustainable #watermanagement? Our 2018 ReSource Award is accepting applications now… https://t.co/BTTL3Ql4Bu
825985899875991552,2017-01-30 08:35:59,"#Insurance has a critical role in the Fourth Revolution, find out more here: https://t.co/Iooa8Naza9  #insurance4.0 https://t.co/OwhjbgXpeZ"
825983137683501056,2017-01-30 08:25:00,What's insurance's role in preparing for Fourth Industrial Revolution? Our #Reinsurance CEO explains: https://t.co/Iooa8Naza9  #industry4.0
825974025977470977,2017-01-30 07:48:48,RT @thisismattj: Cuvva launching pay-as-you-go car insurance aimed at infrequent drivers https://t.co/9I4Gv9HPTQ via @techcrunch + @SwissRe
825973994725732352,2017-01-30 07:48:40,RT @intelligentins: Swiss Re reinsured Cuvva launches new product https://t.co/0qunLvyJTY … @SwissRe #Cuvva #reinsurance #car #insurance
825973958256291840,2017-01-30 07:48:32,RT @EYnews: Who does #purpose-led business matter most to? Jayne Plunkett @SwissRe shares her insight. #BetterQuestions #WEF17 https://t.co…
824981439879983104,2017-01-27 14:04:37,.@ReinsuranceMag this might be interesting for you. Christian Mumenthaler is speaking about the Insurance Developme… https://t.co/4VPkmEj4To
824979182111318016,2017-01-27 13:55:39,"RT @UN_Water: ReSource Award 2018 launched - resilience in water management.
https://t.co/nxNag4f9Sp @SwissRe https://t.co/HhO3cQWEfN"
824979079564779520,2017-01-27 13:55:14,RT @CaitlinLong_: @SwissRe @BKBrianKelly My pleasure! BK-Swiss Re is ahead of banks in #blockchain &amp; shld be on your radar screen+taught #b…
824978877189652480,2017-01-27 13:54:26,Why is Swiss Re engaging in #Insurance Development Forum? Our CEO explains: https://t.co/6YmZPvCm2o @UN @WorldBank @HelenClarkUNDP
824888113759531008,2017-01-27 07:53:46,BBC News - Chile's worst wildfire destroys town as help arrives https://t.co/ub7IQqKwXN
824874869972099072,2017-01-27 07:01:09,@CaitlinLong_ @BKBrianKelly Sorry about that but so glad you made it to #blockchain17! :)
824874576165294090,2017-01-27 06:59:59,RT @TheGenevaAssoc: 80–100% of economic losses in emerging economies are uninsured. Can #digitech help narrow the gap? https://t.co/EgJcRNq…
824874358841552897,2017-01-27 06:59:07,@Livestream @mkrigsman @cxotalk Thanks for the great coverage of the #CXOTalk with @SwissRe CIO Rainer Baumann
824873451198377985,2017-01-27 06:55:30,"RT @mkrigsman: Innovation comes from the entire company. It's not a research project.

-- Dr. Rainer Baumann #CIO @SwissRe #CxOTalk"
824871353928912899,2017-01-27 06:47:10,"RT @AlvaroF: Survey of key scientific, technological and investment trends revolutionizing Brain Health in our Digital Age https://t.co/wVM…"
824645161653325826,2017-01-26 15:48:22,RT @SwissRe_CGD: Growing insurance consortium eyes industry-wide #blockchain: #B3i @MunichRe @Zurich @Allianz @Aegon @SwissRe https://t.co/…
824645108880572417,2017-01-26 15:48:09,"RT @InsuranceBizUK: #Blockchain #insurance consortium set to expand #insurancenews #BlockchainRevolution @SwissRe @MunichRe

https://t.co/0…"
824535168815955968,2017-01-26 08:31:18,RT @xprimmcom: #Reinsurance news: @SwissRe's operations in #India to effectively start on February 1st https://t.co/eA5kaP5jjV
824534840326451200,2017-01-26 08:29:59,RT @LotteGE: Growing #insurance consortium eyes industry-wide #blockchain https://t.co/igHUc6go7i via @ReutersUK @HughesNeghaiwi @SwissRe
824523778482905088,2017-01-26 07:46:02,Growing #insurance consortium eyes industry-wide #blockchain. Find out more: https://t.co/ei126JY9f7 via @ReutersUK
824274316888076294,2017-01-25 15:14:46,RT @globalfoodsecur: Esther Baur @SwissRe Stewart McCulloch @VisionFund Serena Thomson @FAST_Intl discuss unique finance and insurance solu…
824274194754109441,2017-01-25 15:14:16,RT @BerndWilke1: #Flood #prevention being ignored - MPs https://t.co/Tric4UZxAE #floodre #protectiongap
824218534356066304,2017-01-25 11:33:06,RT @JuergCSteiger: Paul Meeusen presents B3i #insurance initiative. Great to see strong collaboration on #blockchain topic @SwissRe  #insur…
824162142739959808,2017-01-25 07:49:01,"RT @RISKAFRICA_Mag: In part II, Thys Nieuwoudt of @SwissRe Re explains the ways reinsurance is helping insurers. Watch here: https://t.co/e…"
823936395450482692,2017-01-24 16:51:59,"Andreas Schertzinger, @SwissRe Reinsurance Tech Initiative, closes fabulous #blockchain17 event. Thx everybody for… https://t.co/MR1B8RbdCc"
823930343224967168,2017-01-24 16:27:56,"“We’re still experimenting. Coordination, standards, protocols will take longer” @PerianneDC @Starkness @dgwbirch… https://t.co/J3CKE8XXMj"
823927266010955776,2017-01-24 16:15:42,"RT @SwissRe_CGD: ""Darkweb marketplace accept bitcoin and sell malware to bypass security"" says M Nowostawski @Praeteritio #blockchain17 htt…"
823926901706256386,2017-01-24 16:14:15,RT @cryptobuddha1: SwissRe Foundation donated 5BTC in charity through Helperbit via /r/Bitcoin https://t.co/h2yXbkm2nL Free #Bitcoin at htt…
823926707530989568,2017-01-24 16:13:29,"RT @DarioTepoTec: On stage,  brains &amp; brawn :) 

 #blockchain17 @SwissRe_CGD @SwissRe_CGD  @PerianneDC @dgwbirch @starkness  https://t.co/w…"
823926474910695426,2017-01-24 16:12:34,RT @KMT0514: @Oprah None of their health insurance polices pay at all. No one has the main underwriting this way at all. Swiss Re did this…
823924879909076992,2017-01-24 16:06:13,.@evkwesson moderates the last panel of today’s #blockchain17 discussing implementation challenges &amp; opportinities https://t.co/SxkmSs1HL2
823921454127390720,2017-01-24 15:52:37,@SymbiontIO @SwissRe_CGD Thanks for your most riveting presentation @CaitlinLong! #ILS is cooler than ever! #Blockchain17
823920844787302401,2017-01-24 15:50:11,RT @alicialamalicia: “The day criminals stop using #blockchain is the day it’ll die as that’ll be proof it doesn’t work” says @Praeteritio…
823911872458031105,2017-01-24 15:14:32,A vision of the future? @tradles at #Blockchain17 https://t.co/UM69MbrfcQ
823910722090500096,2017-01-24 15:09:58,Next up @urbien from @tradles with a demo on identity decentralised workflow on #blockchain - #blockchain17 https://t.co/XedjKOKM9r
823907420871290880,2017-01-24 14:56:51,#Blockchain powered the @NephilaCapital catatrophe swap. @CaitlinLong shows how tech can power #ils #catbonds… https://t.co/Vf4qp0lOqP
823902267988439042,2017-01-24 14:36:22,RT @JuergCSteiger: A TRUE highlight @SwissRe #blockchain conference: 3 top #insuretech #startup on stage: @SymbiontIO @skuchain @tradles #B…
823892519243091969,2017-01-24 13:57:38,RT @evkwesson: Hey insurance industry: we can do better! B3i leading the way #blockchain17 https://t.co/7RXLCmH8jx
823892491774607361,2017-01-24 13:57:31,RT @SwissRe_CGD: Smarter together: #insurers looking into sharing costs &amp; benefits #B3i initiative: @Allianz @Zurich @Aegon @MunichRe @Swis…
823892368210489344,2017-01-24 13:57:02,"Just as a reminder, this is what #B3i is all about #blockchain #insurance #Blockchain17 https://t.co/5t8yEiJqks"
823889429190373376,2017-01-24 13:45:21,.@SwissRe’s Paul Meeusen talks about the #B3i #insurance industry #blockchain initiative at #Blockchain17 https://t.co/pZBHo2R9Fx
823884687202459649,2017-01-24 13:26:31,“Swiss Re has successfully concluded a #blockchain POF using intra-group retrocession as use case” says Jags Rao… https://t.co/nlnnkSDG8M
823883259268501505,2017-01-24 13:20:50,RT @Thebhid: Jags Rao and @phillipsrichj are presenting infra group retrocession #blockchain17 @SwissRe_CGD
823881353666166786,2017-01-24 13:13:16,RT @Thebhid: Minimal disruption but maximum impact! Jags Rao @SwissRe_CGD #blockchain17 https://t.co/WZWSxJKYjz
823877835643293698,2017-01-24 12:59:17,RT @alicialamalicia: #Blockchain is like a freight train: Moving slowly but momentum is incredible.. &amp; growing” Awesome #blockchain17 sessi…
823875686079352832,2017-01-24 12:50:45,“#Blockchain will be the future SAP/Oracle/ERM. @BloqInc focuses on transposing tech into enterprise value”… https://t.co/Vy9SojA4xz
823872760753614852,2017-01-24 12:39:07,RT @Thebhid: Blockchain from an architectur (to reduce costs) to a transformational force? Impact by new money flows. @MatthewRoszak @Swiss…
823868495125422080,2017-01-24 12:22:10,"RT @alicialamalicia: Software is eating the world, said @pmarca. Money =Tech=Power, says @MatthewRoszak #Blockchain creates networks &amp; valu…"
823867503264890880,2017-01-24 12:18:14,"RT @Helperbit: .@SwissRe Foundation &amp; @SwissRe_CGD donated 5 #Bitcoin to @Legambiente for #earthquake relief, follow the path in #blockchai…"
823867371504943105,2017-01-24 12:17:42,RT @etherisc_: Great speech: Leanne @everledgerio ! see our demo for how blockchain reduces costs and improves customer experience #blockch…
823867108794789888,2017-01-24 12:16:40,"RT @sebastianluetje: ""We tend to overestimate the speed but underestimate the ultimate impact of disruptive technologies."" #BillGates #bloc…"
823865407987744768,2017-01-24 12:09:54,RT @Praeteritio: Taylor talks about #ethereum @ethereumproject at @SwissRe_CGD #blockchain17 conference All geeks are on this workshop stre…
823864625594830848,2017-01-24 12:06:48,Truly a great session on whether the shared ledger can solve digital identity challenges #Blockchain17 https://t.co/QaxrJ2pnj3
823849386497241088,2017-01-24 11:06:14,#blockchain can help address #infrastructure investment gap #GrowthRecipes #Blockchain17 https://t.co/9rfvhFihJI
823847793001463808,2017-01-24 10:59:54,RT @AgarAshish: #Blockchain is not a product to implement but an infrastructure like the #internet or #cloud. @SwissRe_CGD @TallyCapital #b…
823847042170703873,2017-01-24 10:56:55,Benefits and challenges of #Blockchain technology on #financial markets - #Blockchain17 https://t.co/fzbCktlRiP
823845869044858881,2017-01-24 10:52:16,"It was a very cool demo, thanks for joining us! #Blockchain17 https://t.co/UegY4Fc9Sl"
823844272164245505,2017-01-24 10:45:55,Thanks for joining us! #Blockchain17 https://t.co/eD23ghombZ
823843087516573696,2017-01-24 10:41:12,will clearing houses come to an end if #Blockchain is fully matured? Food for thought at #Blockchain17 https://t.co/18eRCihn85
823842905102184448,2017-01-24 10:40:29,"“Binding digital IDs to mondane ID (eg via passport) is difficult, costly. #Blockchain easily links to virtual IDs”… https://t.co/UhUEmI2YVy"
823842614512390144,2017-01-24 10:39:20,Imagine a world in which everything is tokenised... #Blockchain17
823840361210580992,2017-01-24 10:30:22,.@SwissRe COO Officer Asset Mgmt: blockchain to impact USD65-80bn annual cost of #financial industry settlement activity - #Blockchain17
823838980575793152,2017-01-24 10:24:53,RT @laurentbenichou: Great list of quotes by @MatthewRoszak at #Blockchain17 https://t.co/9zjzPQDSVT
823838364667355136,2017-01-24 10:22:26,RT @dgwbirch: This is the shared ledger taxonomy that I'll be using in my Digital Identity workshop at SwissRe #blockchain17 today https://…
823837719331827712,2017-01-24 10:19:53,RT @alicialamalicia: Great #blockchain application by @Accenture at #blockchain17: parametric insurance for frost on vineyards! Hooray! #In…
823837323565682689,2017-01-24 10:18:18,"There is no doubt #blockchain is going to have an impact, but what will it be? Follow #Blockchain17"
823832514632548352,2017-01-24 09:59:12,RT @alicialamalicia: Buying #bitcoin for the first time at #blockchain17!! Thx @DarioTepoTec for ATM @SwissRe_CGD &amp; for guiding us through…
823823927348785152,2017-01-24 09:25:04,Thanks for the RT! https://t.co/qB9t7k6JAQ
823823169198899200,2017-01-24 09:22:04,RT @laurentbenichou: reaching max #bitcoin capacity... #blockchain17 https://t.co/yTbJFSAot0
823822510215090176,2017-01-24 09:19:26,#insurance #blockchain in action: demo at #Blockchain17 by @Chain_That https://t.co/FaxK0fgaUk
